Category Name,SubCategory Name,Code Name,Interested
homeservices,Solar Installation,solarinstallation,1
homeservices,Solar Panel Cleaning,solarpanelcleaning,1
homeservices,Structural Engineers,structuralengineers,1
homeservices,Stucco Services,stucco,1
homeservices,Television Service Providers,televisionserviceproviders,1
homeservices,Tiling,tiling,1
homeservices,Tree Services,treeservices,1
homeservices,Utilities,utilities,1
homeservices,Electricity Suppliers,electricitysuppliers,1
homeservices,Natural Gas Suppliers,naturalgassuppliers,1
homeservices,Water Suppliers,watersuppliers,1
homeservices,Wallpapering,wallpapering,1
homeservices,Water Heater Installation/Repair,waterheaterinstallrepair,1
homeservices,Water Purification Services,waterpurification,1
homeservices,Waterproofing,waterproofing,1
homeservices,Window Washing,windowwashing,1
homeservices,Windows Installation,windowsinstallation,1
,,,
hotelstravel,Airports,airports,1
hotelstravel,Airport Terminals,airportterminals,1
hotelstravel,Bed & Breakfast,bedbreakfast,1
hotelstravel,Campgrounds,campgrounds,1
hotelstravel,Car Rental,carrental,1
hotelstravel,Guest Houses,guesthouses,1
hotelstravel,Health Retreats,healthretreats,1
hotelstravel,Hostels,hostels,1
hotelstravel,Hotels,hotels,1
hotelstravel,Agriturismi,agriturismi,1
hotelstravel,Mountain Huts,mountainhuts,1
hotelstravel,Pensions,pensions,1
hotelstravel,Residences,residences,1
hotelstravel,Rest Stops,reststops,1
hotelstravel,Ryokan,ryokan,1
hotelstravel,Motorcycle Rental,motorcycle_rental,1
hotelstravel,RV Parks,rvparks,1
hotelstravel,RV Rental,rvrental,1
hotelstravel,Resorts,resorts,1
hotelstravel,Ski Resorts,skiresorts,1
hotelstravel,Tours,tours,1
hotelstravel,Aerial Tours,aerialtours,1
hotelstravel,Architectural Tours,architecturaltours,1
hotelstravel,Art Tours,arttours,1
hotelstravel,Beer Tours,beertours,1
hotelstravel,Bike tours,biketours,1
hotelstravel,Boat Tours,boattours,1
hotelstravel,Bus Tours,bustours,1
hotelstravel,Food Tours,foodtours,1
hotelstravel,Historical Tours,historicaltours,1
hotelstravel,Scooter Tours,scootertours,1
hotelstravel,Walking Tours,walkingtours,1
hotelstravel,Whale Watching Tours,whalewatchingtours,1
hotelstravel,Wine Tours,winetours,1
hotelstravel,Train Stations,trainstations,1
hotelstravel,Transportation,transport,1
hotelstravel,Airlines,airlines,1
hotelstravel,Airport Shuttles,airport_shuttles,1
hotelstravel,Bike Sharing,bikesharing,1
hotelstravel,Bus Stations,busstations,1
hotelstravel,Buses,buses,1
hotelstravel,Cable Cars,cablecars,1
hotelstravel,Dolmus Station,dolmusstation,1
hotelstravel,Ferries,ferries,1
hotelstravel,Limos,limos,1
hotelstravel,Metro Stations,metrostations,1
hotelstravel,Pedicabs,pedicabs,1
hotelstravel,Private Jet Charter,privatejetcharter,1
hotelstravel,Public Transportation,publictransport,1
hotelstravel,Shared Taxis,sharedtaxis,1
hotelstravel,Taxis,taxis,1
hotelstravel,Town Car Service,towncarservice,1
hotelstravel,Trains,trains,1
hotelstravel,Water Taxis,watertaxis,1
hotelstravel,Travel Services,travelservices,1
hotelstravel,Luggage Storage,luggagestorage,1
hotelstravel,Passport & Visa Services,passportvisaservices,1
hotelstravel,Travel Agents,travelagents,1
hotelstravel,Visitor Centers,visitorcenters,1
hotelstravel,Vacation Rental Agents,vacationrentalagents,1
hotelstravel,Vacation Rentals,vacation_rentals,1
,,,
localflavor,Parklets,parklets,
localflavor,Public Art,publicart,
localflavor,Unofficial Yelp Events,unofficialyelpevents,
localflavor,Yelp Events,yelpevents,
,,,
localservices,3D Printing,3dprinting,1
localservices,Adoption Services,adoptionservices,1
localservices,Air Duct Cleaning,airductcleaning,1
localservices,Appliances & Repair,homeappliancerepair,1
localservices,Appraisal Services,appraisalservices,1
localservices,Art Installation,artinstallation,1
localservices,Art Restoration,artrestoration,1
localservices,Awnings,awnings,1
localservices,Bail Bondsmen,bailbondsmen,1
localservices,Bike Repair/Maintenance,bike_repair_maintenance,1
localservices,Biohazard Cleanup,biohazardcleanup,1
localservices,Bookbinding,bookbinding,1
localservices,Bus Rental,busrental,1
localservices,Calligraphy,calligraphy,1
localservices,Carpet Cleaning,carpet_cleaning,1
localservices,Carpet Dyeing,carpetdyeing,1
localservices,Child Care & Day Care,childcare,1
localservices,Clock Repair,clockrepair,1
localservices,Community Book Box,communitybookbox,1
localservices,Community Gardens,communitygardens,1
localservices,Community Service/Non-Profit,nonprofit,1
localservices,Food Banks,foodbanks,1
localservices,Homeless Shelters,homelessshelters,1
localservices,Couriers & Delivery Services,couriers,1
localservices,Crane Services,craneservices,1
localservices,Donation Center,donationcenter,1
localservices,Elder Care Planning,eldercareplanning,1
localservices,Electronics Repair,electronicsrepair,1
localservices,Elevator Services,elevatorservices,1
localservices,Engraving,engraving,1
localservices,Environmental Abatement,enviroabatement,1
localservices,Environmental Testing,environmentaltesting,1
localservices,Farm Equipment Repair,farmequipmentrepair,1
localservices,Fingerprinting,fingerprinting,1
localservices,Forestry,forestry,1
localservices,Funeral Services & Cemeteries,funeralservices,1
localservices,Cremation Services,cremationservices,1
localservices,Mortuary Services,mortuaryservices,1
localservices,Furniture Rental,rentfurniture,1
localservices,Furniture Repair,furniturerepair,1
localservices,Furniture Reupholstery,reupholstery,1
localservices,Generator Installation/Repair,generatorinstallrepair,1
localservices,Gestorias,gestorias,1
localservices,Grill Services,grillservices,1
localservices,Gunsmith,gunsmith,1
localservices,Hazardous Waste Disposal,hazardouswastedisposal,1
localservices,Hydro-jetting,hydrojetting,1
localservices,IT Services & Computer Repair,itservices,1
localservices,Data Recovery,datarecovery,1
localservices,Mobile Phone Repair,mobilephonerepair,1
localservices,Telecommunications,telecommunications,1
localservices,Ice Delivery,icedelivery,1
localservices,Internet Booths & Calling Centers,internetbooth,1
localservices,Jewelry Repair,jewelryrepair,1
localservices,Junk Removal & Hauling,junkremovalandhauling,1
localservices,Dumpster Rental,dumpsterrental,1
localservices,Junkyards,junkyards,1
localservices,Knife Sharpening,knifesharpening,1
localservices,Laundry Services,laundryservices,1
localservices,Dry Cleaning,dryclean,1
localservices,Laundromat,laundromat,1
localservices,Machine & Tool Rental,machinerental,1
localservices,Machine Shops,machineshops,1
localservices,Mailbox Centers,mailboxcenters,1
localservices,Metal Detector Services,metaldetectorservices,1
localservices,Metal Fabricators,metalfabricators,1
localservices,Misting System Services,mistingsystemservices,1
localservices,Musical Instrument Services,musicinstrumentservices,1
localservices,Guitar Stores,guitarstores,1
localservices,Piano Services,pianoservices,1
localservices,Piano Stores,pianostores,1
localservices,Vocal Coach,vocalcoach,1
localservices,Nanny Services,nannys,1
localservices,Notaries,notaries,1
localservices,Outdoor Power Equipment Services,outdoorpowerequipmentservices,1
localservices,Pest Control,pest_control,1
localservices,Portable Toilet Services,portabletoiletservices,1
localservices,Powder Coating,powdercoating,1
localservices,Printing Services,copyshops,1
localservices,Propane,propane,1
localservices,Record Labels,record_labels,1
localservices,Recording & Rehearsal Studios,recording_studios,1
localservices,Recycling Center,recyclingcenter,1
localservices,Sandblasting,sandblasting,1
localservices,Screen Printing,screenprinting,1
localservices,Screen Printing/T-Shirt Printing,screen_printing_tshirt_printing,1
localservices,Self Storage,selfstorage,1
localservices,Septic Services,septicservices,1
localservices,Sewing & Alterations,sewingalterations,1
localservices,Shipping Centers,shipping_centers,1
localservices,Shoe Repair,shoerepair,1
localservices,Shoe Shine,shoeshine,1
localservices,Smoking Areas,smokingareas,1
localservices,Snow Removal,snowremoval,1
localservices,Snuggle Services,snuggleservices,1
localservices,Stonemasons,stonemasons,1
localservices,TV Mounting,tvmounting,1
localservices,Watch Repair,watch_repair,1
localservices,Water Delivery,waterdelivery,1
localservices,Well Drilling,welldrilling,1
localservices,Wildlife Control,wildlifecontrol,1
localservices,Youth Club,youth_club,1
,,,
massmedia,Print Media,printmedia,
massmedia,Radio Stations,radiostations,
massmedia,Television Stations,televisionstations,
,,,
nightlife,Adult Entertainment,adultentertainment,1
nightlife,Strip Clubs,stripclubs,1
nightlife,Striptease Dancers,stripteasedancers,1
nightlife,Bar Crawl,barcrawl,1
nightlife,Bars,bars,1
nightlife,Absinthe Bars,absinthebars,1
nightlife,Airport Lounges,airportlounges,1
nightlife,Beach Bars,beachbars,1
nightlife,Beer Bar,beerbar,1
nightlife,Champagne Bars,champagne_bars,1
nightlife,Cigar Bars,cigarbars,1
nightlife,Cocktail Bars,cocktailbars,1
nightlife,Dive Bars,divebars,1
nightlife,Drive-Thru Bars,drivethrubars,1
nightlife,Gay Bars,gaybars,1
nightlife,Hookah Bars,hookah_bars,1
nightlife,Hotel bar,hotel_bar,1
nightlife,Irish Pub,irish_pubs,1
nightlife,Lounges,lounges,1
nightlife,Pubs,pubs,1
nightlife,Pulquerias,pulquerias,
nightlife,Sake Bars,sakebars,
nightlife,Speakeasies,speakeasies,
nightlife,Sports Bars,sportsbars,1
nightlife,Tabac,tabac,
nightlife,Tiki Bars,tikibars,
nightlife,Vermouth Bars,vermouthbars,
nightlife,Whiskey Bars,whiskeybars,1
nightlife,Wine Bars,wine_bars,1
nightlife,Beer Gardens,beergardens,1
nightlife,Club Crawl,clubcrawl,
nightlife,Coffeeshops,coffeeshops,1
nightlife,Comedy Clubs,comedyclubs,1
nightlife,Country Dance Halls,countrydancehalls,1
nightlife,Dance Clubs,danceclubs,1
nightlife,Dance Restaurants,dancerestaurants,
nightlife,Fasil Music,fasil,
nightlife,Jazz & Blues,jazzandblues,1
nightlife,Karaoke,karaoke,1
nightlife,Music Venues,musicvenues,1
nightlife,Piano Bars,pianobars,1
nightlife,Pool Halls,poolhalls,
,,,
pets,Animal Shelters,animalshelters,1
pets,Horse Boarding,horse_boarding,1
pets,Pet Adoption,petadoption,1
pets,Pet Services,petservices,1
pets,Animal Physical Therapy,animalphysicaltherapy,1
pets,Aquarium Services,aquariumservices,1
pets,Dog Walkers,dogwalkers,1
pets,Emergency Pet Hospital,emergencypethospital,1
pets,Farriers,farriers,1
pets,Holistic Animal Care,animalholistic,1
pets,Pet Breeders,petbreeders,1
pets,Pet Cremation Services,petcremation,1
pets,Pet Groomers,groomer,1
pets,Pet Hospice,pethospice,1
pets,Pet Insurance,petinsurance,1
pets,Pet Photography,petphotography,1
pets,Pet Sitting,pet_sitting,1
pets,Pet Boarding,petboarding,1
pets,Pet Training,pet_training,1
pets,Pet Transportation,pettransport,1
pets,Pet Waste Removal,petwasteremoval,1
pets,Pet Stores,petstore,1
pets,Bird Shops,birdshops,1
pets,Local Fish Stores,localfishstores,1
pets,Reptile Shops,reptileshops,1
pets,Veterinarians,vet,1
,,,
professional,Accountants,accountants,1
professional,Advertising,advertising,1
professional,Architects,architects,1
professional,Art Consultants,artconsultants,1
professional,Billing Services,billingservices,1
professional,Boat Repair,boatrepair,1
professional,Bookkeepers,bookkeepers,1
professional,Business Consulting,businessconsulting,1
professional,Career Counseling,careercounseling,1
professional,Commissioned Artists,commissionedartists,1
professional,Customs Brokers,customsbrokers,1
professional,Digitizing Services,digitizingservices,1
professional,Duplication Services,duplicationservices,1
professional,Editorial Services,editorialservices,1
professional,Employment Agencies,employmentagencies,1
professional,Feng Shui,fengshui,1
professional,Graphic Design,graphicdesign,1
professional,Indoor Landscaping,indoorlandscaping,1
professional,Internet Service Providers,isps,1
professional,Lawyers,lawyers,1
professional,Bankruptcy Law,bankruptcy,1
professional,Business Law,businesslawyers,1
professional,Consumer Law,consumerlaw,1
professional,Contract Law,contractlaw,1
professional,Criminal Defense Law,criminaldefense,1
professional,DUI Law,duilawyers,1
professional,Disability Law,disabilitylaw,1
professional,Divorce & Family Law,divorce,1
professional,Elder Law,elderlaw,1
professional,Employment Law,employmentlawyers,1
professional,Entertainment Law,entertainmentlaw,1
professional,Estate Planning Law,estateplanning,1
professional,"Wills, Trusts, & Probates",willstrustsprobates,1
professional,General Litigation,general_litigation,1
professional,IP & Internet Law,iplaw,1
professional,Immigration Law,immigrationlawyers,1
professional,Medical Law,medicallaw,1
professional,Personal Injury Law,personal_injury,1
professional,Real Estate Law,realestatelawyers,1
professional,Social Security Law,socialsecuritylaw,1
professional,Tax Law,taxlaw,1
professional,Traffic Ticketing Law,trafficticketinglaw,1
professional,Workers Compensation Law,workerscomplaw,1
professional,Legal Services,legalservices,1
professional,Court Reporters,courtreporters,1
professional,Process Servers,processservers,1
professional,Life Coach,lifecoach,1
professional,Marketing,marketing,1
professional,Matchmakers,matchmakers,1
professional,Mediators,mediators,1
professional,Music Production Services,musicproduction,1
professional,Office Cleaning,officecleaning,1
professional,Patent Law,patentlaw,1
professional,Payroll Services,payroll,1
professional,Personal Assistants,personalassistants,1
professional,Private Investigation,privateinvestigation,1
professional,Product Design,productdesign,1
professional,Public Adjusters,publicadjusters,1
professional,Public Relations,publicrelations,1
professional,Security Services,security,1
professional,Shredding Services,shredding,1
professional,Signmaking,signmaking,1
professional,Software Development,softwaredevelopment,1
professional,Talent Agencies,talentagencies,1
professional,Taxidermy,taxidermy,1
professional,Tenant and Eviction Law,tenantlaw,1
professional,Translation Services,translationservices,1
professional,Video/Film Production,videofilmproductions,1
professional,Web Design,web_design,1
professional,Wholesalers,wholesalers,1
professional,Restaurant Supplies,suppliesrestaurant,1
,,,
publicservicesgovt,Authorized Postal Representative,authorized_postal_representative,
publicservicesgovt,Civic Center,civiccenter,
publicservicesgovt,Community Centers,communitycenters,
publicservicesgovt,Courthouses,courthouses,
publicservicesgovt,Departments of Motor Vehicles,departmentsofmotorvehicles,
publicservicesgovt,Embassy,embassy,
publicservicesgovt,Fire Departments,firedepartments,
publicservicesgovt,Jails & Prisons,jailsandprisons,
publicservicesgovt,Landmarks & Historical Buildings,landmarks,
publicservicesgovt,Libraries,libraries,1
publicservicesgovt,Municipality,municipality,
publicservicesgovt,Police Departments,policedepartments,1
publicservicesgovt,Post Offices,postoffices,1
publicservicesgovt,Registry Office,registry_office,
publicservicesgovt,Tax Office,taxoffice,
publicservicesgovt,Town Hall,townhall,
,,,
realestate,Apartments,apartments,1
realestate,Art Space Rentals,artspacerentals,1
realestate,Commercial Real Estate,commercialrealestate,1
realestate,Condominiums,condominiums,1
realestate,Estate Liquidation,estateliquidation,
realestate,Home Developers,homedevelopers,
realestate,Home Staging,homestaging,
realestate,Homeowner Association,homeownerassociation,
realestate,Housing Cooperatives,housingcooperatives,
realestate,Kitchen Incubators,kitchenincubators,
realestate,Mobile Home Dealers,mobilehomes,
realestate,Mobile Home Parks,mobileparks,
realestate,Mortgage Brokers,mortgagebrokers,
realestate,Property Management,propertymgmt,
realestate,Real Estate Agents,realestateagents,1
realestate,Apartment Agents,apartmentagents,1
realestate,Real Estate Services,realestatesvcs,1
realestate,Land Surveying,landsurveying,
realestate,Real Estate Photography,estatephotography,
realestate,Shared Office Spaces,sharedofficespaces,
realestate,University Housing,university_housing,
,,,
religiousorgs,Afro-Brazilian,afrobrazilian,1
religiousorgs,Buddhist Temples,buddhist_temples,1
religiousorgs,Churches,churches,1
religiousorgs,Hindu Temples,hindu_temples,1
religiousorgs,Mosques,mosques,1
religiousorgs,Shrines,shrines,1
religiousorgs,Sikh Temples,sikhtemples,1
religiousorgs,Spiritism,spiritism,1
religiousorgs,Synagogues,synagogues,1
religiousorgs,Taoist Temples,taoisttemples,1
,,,
restaurants,Afghan,afghani,1
restaurants,African,african,1
restaurants,Senegalese,senegalese,1
restaurants,South African,southafrican,1
restaurants,American (New),newamerican,1
restaurants,American (Traditional),tradamerican,1
restaurants,Andalusian,andalusian,1
restaurants,Arabic,arabian,1
restaurants,Arab Pizza,arabpizza,1
restaurants,Argentine,argentine,1
restaurants,Armenian,armenian,1
restaurants,Asian Fusion,asianfusion,1
restaurants,Asturian,asturian,1
restaurants,Australian,australian,1
restaurants,Austrian,austrian,1
restaurants,Baguettes,baguettes,1
restaurants,Bangladeshi,bangladeshi,1
restaurants,Barbeque,bbq,1
restaurants,Basque,basque,1
restaurants,Bavarian,bavarian,1
restaurants,Beer Garden,beergarden,1
restaurants,Beer Hall,beerhall,1
restaurants,Beisl,beisl,1
restaurants,Belgian,belgian,1
restaurants,Flemish,flemish,1
restaurants,Bistros,bistros,1
restaurants,Black Sea,blacksea,1
restaurants,Brasseries,brasseries,1
restaurants,Brazilian,brazilian,1
restaurants,Brazilian Empanadas,brazilianempanadas,1
restaurants,Central Brazilian,centralbrazilian,1
restaurants,Northeastern Brazilian,northeasternbrazilian,1
restaurants,Northern Brazilian,northernbrazilian,1
restaurants,Rodizios,rodizios,1
restaurants,Breakfast & Brunch,breakfast_brunch,1
restaurants,Pancakes,pancakes,1
restaurants,British,british,1
restaurants,Buffets,buffets,1
restaurants,Bulgarian,bulgarian,1
restaurants,Burgers,burgers,1
restaurants,Burmese,burmese,1
restaurants,Cafes,cafes,1
restaurants,Themed Cafes,themedcafes,1
restaurants,Cafeteria,cafeteria,1
restaurants,Cajun/Creole,cajun,1
restaurants,Cambodian,cambodian,1
restaurants,Canadian (New),newcanadian,1
restaurants,Canteen,canteen,1
restaurants,Caribbean,caribbean,1
restaurants,Dominican,dominican,1
restaurants,Haitian,haitian,1
restaurants,Puerto Rican,puertorican,1
restaurants,Trinidadian,trinidadian,1
restaurants,Catalan,catalan,1
restaurants,Cheesesteaks,cheesesteaks,1
restaurants,Chicken Shop,chickenshop,1
restaurants,Chicken Wings,chicken_wings,1
restaurants,Chilean,chilean,1
restaurants,Chinese,chinese,1
restaurants,Cantonese,cantonese,1
restaurants,Congee,congee,1
restaurants,Dim Sum,dimsum,1
restaurants,Fuzhou,fuzhou,1
restaurants,Hainan,hainan,1
restaurants,Hakka,hakka,1
restaurants,Henghwa,henghwa,1
restaurants,Hokkien,hokkien,1
restaurants,Hunan,hunan,1
restaurants,Pekinese,pekinese,1
restaurants,Shanghainese,shanghainese,1
restaurants,Szechuan,szechuan,1
restaurants,Teochew,teochew,1
restaurants,Comfort Food,comfortfood,1
restaurants,Corsican,corsican,1
restaurants,Creperies,creperies,1
restaurants,Cuban,cuban,1
restaurants,Curry Sausage,currysausage,1
restaurants,Cypriot,cypriot,1
restaurants,Czech,czech,1
restaurants,Czech/Slovakian,czechslovakian,1
restaurants,Danish,danish,1
restaurants,Delis,delis,1
restaurants,Diners,diners,1
restaurants,Dinner Theater,dinnertheater,1
restaurants,Dumplings,dumplings,1
restaurants,Eastern European,eastern_european,1
restaurants,Eritrean,eritrean,1
restaurants,Ethiopian,ethiopian,1
restaurants,Fast Food,hotdogs,1
restaurants,Filipino,filipino,1
restaurants,Fischbroetchen,fischbroetchen,1
restaurants,Fish & Chips,fishnchips,1
restaurants,Flatbread,flatbread,1
restaurants,Fondue,fondue,1
restaurants,Food Court,food_court,1
restaurants,Food Stands,foodstands,1
restaurants,Freiduria,freiduria,1
restaurants,French,french,1
restaurants,Alsatian,alsatian,1
restaurants,Auvergnat,auvergnat,1
restaurants,Berrichon,berrichon,1
restaurants,Bourguignon,bourguignon,1
restaurants,Mauritius,mauritius,1
restaurants,Nicoise,nicois,1
restaurants,Provencal,provencal,1
restaurants,Reunion,reunion,1
restaurants,French Southwest,sud_ouest,1
restaurants,Galician,galician,1
restaurants,Game Meat,gamemeat,1
restaurants,Gastropubs,gastropubs,1
restaurants,Georgian,georgian,1
restaurants,German,german,1
restaurants,Baden,baden,1
restaurants,Eastern German,easterngerman,1
restaurants,Franconian,franconian,1
restaurants,Hessian,hessian,1
restaurants,Northern German,northerngerman,1
restaurants,Palatine,palatine,1
restaurants,Rhinelandian,rhinelandian,1
restaurants,Giblets,giblets,1
restaurants,Gluten-Free,gluten_free,1
restaurants,Greek,greek,1
restaurants,Guamanian,guamanian,1
restaurants,Halal,halal,1
restaurants,Hawaiian,hawaiian,1
restaurants,Heuriger,heuriger,1
restaurants,Himalayan/Nepalese,himalayan,1
restaurants,Honduran,honduran,1
restaurants,Hong Kong Style Cafe,hkcafe,1
restaurants,Hot Dogs,hotdog,1
restaurants,Hot Pot,hotpot,1
restaurants,Hungarian,hungarian,1
restaurants,Iberian,iberian,1
restaurants,Indian,indpak,1
restaurants,Indonesian,indonesian,1
restaurants,International,international,1
restaurants,Irish,irish,1
restaurants,Island Pub,island_pub,1
restaurants,Israeli,israeli,1
restaurants,Italian,italian,1
restaurants,Abruzzese,abruzzese,1
restaurants,Altoatesine,altoatesine,1
restaurants,Apulian,apulian,1
restaurants,Calabrian,calabrian,1
restaurants,Cucina campana,cucinacampana,1
restaurants,Emilian,emilian,1
restaurants,Friulan,friulan,1
restaurants,Ligurian,ligurian,1
restaurants,Lumbard,lumbard,1
restaurants,Napoletana,napoletana,1
restaurants,Piemonte,piemonte,1
restaurants,Roman,roman,1
restaurants,Sardinian,sardinian,1
restaurants,Sicilian,sicilian,1
restaurants,Tuscan,tuscan,1
restaurants,Venetian,venetian,1
restaurants,Japanese,japanese,1
restaurants,Blowfish,blowfish,1
restaurants,Conveyor Belt Sushi,conveyorsushi,1
restaurants,Donburi,donburi,1
restaurants,Gyudon,gyudon,1
restaurants,Oyakodon,oyakodon,1
restaurants,Hand Rolls,handrolls,1
restaurants,Horumon,horumon,1
restaurants,Izakaya,izakaya,1
restaurants,Japanese Curry,japacurry,1
restaurants,Kaiseki,kaiseki,1
restaurants,Kushikatsu,kushikatsu,1
restaurants,Oden,oden,1
restaurants,Okinawan,okinawan,1
restaurants,Okonomiyaki,okonomiyaki,1
restaurants,Onigiri,onigiri,1
restaurants,Ramen,ramen,1
restaurants,Robatayaki,robatayaki,1
restaurants,Soba,soba,1
restaurants,Sukiyaki,sukiyaki,1
restaurants,Takoyaki,takoyaki,1
restaurants,Tempura,tempura,1
restaurants,Teppanyaki,teppanyaki,1
restaurants,Tonkatsu,tonkatsu,1
restaurants,Udon,udon,1
restaurants,Unagi,unagi,1
restaurants,Western Style Japanese Food,westernjapanese,1
restaurants,Yakiniku,yakiniku,1
restaurants,Yakitori,yakitori,1
restaurants,Jewish,jewish,1
restaurants,Kebab,kebab,1
restaurants,Kopitiam,kopitiam,1
restaurants,Korean,korean,1
restaurants,Kosher,kosher,1
restaurants,Kurdish,kurdish,1
restaurants,Laos,laos,1
restaurants,Laotian,laotian,1
restaurants,Latin American,latin,1
restaurants,Colombian,colombian,1
restaurants,Salvadoran,salvadoran,1
restaurants,Venezuelan,venezuelan,1
restaurants,Live/Raw Food,raw_food,1
restaurants,Lyonnais,lyonnais,1
restaurants,Malaysian,malaysian,1
restaurants,Mamak,mamak,1
restaurants,Nyonya,nyonya,1
restaurants,Meatballs,meatballs,1
restaurants,Mediterranean,mediterranean,1
restaurants,Falafel,falafel,1
restaurants,Mexican,mexican,1
restaurants,Eastern Mexican,easternmexican,1
restaurants,Jaliscan,jaliscan,1
restaurants,Northern Mexican,northernmexican,1
restaurants,Oaxacan,oaxacan,1
restaurants,Pueblan,pueblan,1
restaurants,Tacos,tacos,1
restaurants,Tamales,tamales,1
restaurants,Yucatan,yucatan,1
restaurants,Middle Eastern,mideastern,1
restaurants,Egyptian,egyptian,1
restaurants,Lebanese,lebanese,1
restaurants,Milk Bars,milkbars,1
restaurants,Modern Australian,modern_australian,1
restaurants,Modern European,modern_european,1
restaurants,Mongolian,mongolian,1
restaurants,Moroccan,moroccan,1
restaurants,New Mexican Cuisine,newmexican,1
restaurants,New Zealand,newzealand,1
restaurants,Nicaraguan,nicaraguan,1
restaurants,Night Food,nightfood,1
restaurants,Nikkei,nikkei,1
restaurants,Noodles,noodles,1
restaurants,Norcinerie,norcinerie,1
restaurants,Open Sandwiches,opensandwiches,1
restaurants,Oriental,oriental,1
restaurants,PF/Comercial,pfcomercial,1
restaurants,Pakistani,pakistani,1
restaurants,Pan Asian,panasian,1
restaurants,Parent Cafes,eltern_cafes,1
restaurants,Parma,parma,1
restaurants,Persian/Iranian,persian,1
restaurants,Peruvian,peruvian,1
restaurants,Pita,pita,1
restaurants,Pizza,pizza,1
restaurants,Polish,polish,1
restaurants,Pierogis,pierogis,1
restaurants,Polynesian,polynesian,1
restaurants,Pop-Up Restaurants,popuprestaurants,1
restaurants,Portuguese,portuguese,1
restaurants,Alentejo,alentejo,1
restaurants,Algarve,algarve,1
restaurants,Azores,azores,1
restaurants,Beira,beira,1
restaurants,Fado Houses,fado_houses,1
restaurants,Madeira,madeira,1
restaurants,Minho,minho,1
restaurants,Ribatejo,ribatejo,1
restaurants,Tras-os-Montes,tras_os_montes,1
restaurants,Potatoes,potatoes,1
restaurants,Poutineries,poutineries,1
restaurants,Pub Food,pubfood,1
restaurants,Rice,riceshop,1
restaurants,Romanian,romanian,1
restaurants,Rotisserie Chicken,rotisserie_chicken,1
restaurants,Russian,russian,1
restaurants,Salad,salad,1
restaurants,Sandwiches,sandwiches,1
restaurants,Scandinavian,scandinavian,1
restaurants,Schnitzel,schnitzel,1
restaurants,Scottish,scottish,1
restaurants,Seafood,seafood,1
restaurants,Serbo Croatian,serbocroatian,1
restaurants,Signature Cuisine,signature_cuisine,1
restaurants,Singaporean,singaporean,1
restaurants,Slovakian,slovakian,1
restaurants,Somali,somali,1
restaurants,Soul Food,soulfood,1
restaurants,Soup,soup,1
restaurants,Southern,southern,1
restaurants,Spanish,spanish,1
restaurants,Arroceria / Paella,arroceria_paella,1
restaurants,Sri Lankan,srilankan,1
restaurants,Steakhouses,steak,1
restaurants,Supper Clubs,supperclubs,1
restaurants,Sushi Bars,sushi,1
restaurants,Swabian,swabian,1
restaurants,Swedish,swedish,1
restaurants,Swiss Food,swissfood,1
restaurants,Syrian,syrian,1
restaurants,Tabernas,tabernas,1
restaurants,Taiwanese,taiwanese,1
restaurants,Tapas Bars,tapas,1
restaurants,Tapas/Small Plates,tapasmallplates,1
restaurants,Tavola Calda,tavolacalda,1
restaurants,Thai,thai,1
restaurants,Traditional Norwegian,norwegian,1
restaurants,Traditional Swedish,traditional_swedish,1
restaurants,Trattorie,trattorie,1
restaurants,Turkish,turkish,1
restaurants,Chee Kufta,cheekufta,1
restaurants,Gozleme,gozleme,1
restaurants,Homemade Food,homemadefood,1
restaurants,Lahmacun,lahmacun,1
restaurants,Ottoman Cuisine,ottomancuisine,1
restaurants,Turkish Ravioli,turkishravioli,1
restaurants,Ukrainian,ukrainian,1
restaurants,Uzbek,uzbek,1
restaurants,Vegan,vegan,1
restaurants,Vegetarian,vegetarian,1
restaurants,Venison,venison,1
restaurants,Vietnamese,vietnamese,1
restaurants,Waffles,waffles,1
restaurants,Wok,wok,1
restaurants,Wraps,wraps,1
restaurants,Yugoslav,yugoslav,1
,,,
shopping,Adult,adult,
shopping,Antiques,antiques,1
shopping,Art Galleries,galleries,1
shopping,Arts & Crafts,artsandcrafts,1
shopping,Art Supplies,artsupplies,1
shopping,Ateliers,ateliers,1
shopping,Cards & Stationery,stationery,1
shopping,Cooking Classes,cookingclasses,1
shopping,Costumes,costumes,1
shopping,Embroidery & Crochet,embroideryandcrochet,1
shopping,Fabric Stores,fabricstores,1
shopping,Framing,framing,1
shopping,Paint-Your-Own Pottery,paintyourownpottery,
shopping,Auction Houses,auctionhouses,
shopping,Baby Gear & Furniture,baby_gear,1
shopping,Battery Stores,batterystores,
shopping,Bespoke Clothing,bespoke,1
shopping,"Books, Mags, Music & Video",media,1
shopping,Bookstores,bookstores,1
shopping,Comic Books,comicbooks,1
shopping,Music & DVDs,musicvideo,1
shopping,Newspapers & Magazines,mags,1
shopping,Video Game Stores,videogamestores,1
shopping,Videos & Video Game Rental,videoandgames,1
shopping,Vinyl Records,vinyl_records,1
shopping,Brewing Supplies,brewingsupplies,1
shopping,Bridal,bridal,1
shopping,Cannabis Dispensaries,cannabisdispensaries,
shopping,Chinese Bazaar,chinesebazaar,
shopping,Computers,computers,1
shopping,Concept Shops,concept_shops,1
shopping,Cosmetics & Beauty Supply,cosmetics,1
shopping,Customized Merchandise,custommerchandise,1
shopping,Department Stores,deptstores,1
